CASE_ENQUIRY_ID,OPEN_DT,CLOSED_DT,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source
101000890976,07/31/2013 09:38:08 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,202 Baker St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2005,R4,202 Baker St,02132,42.2765,-71.1672,Constituent Call
101000468181,08/22/2012 11:07:33 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,26 Allston St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,A,26 Allston St,02134,42.3522,-71.1349,Constituent Call
101000916065,09/02/2013 12:45:54 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,53 Hillside St  Mission Hill  MA  02120,9,10A,8,B2,Mission Hill,14,Ward 10,1005,R3,53 Hillside St,02120,42.3302,-71.1012,Constituent Call
101000467084,08/20/2012 02:16:19 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,5110 Washington St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,10,Ward 20,2003,A,5110 Washington St,02132,42.2636,-71.154,Constituent Call
101001160862,08/31/2014 08:45:11 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,6 Ford St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,113,R4,6 Ford St,02128,42.3874,-71.0078,Constituent Call
101000444090,07/02/2012 12:04:30 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,73-75 Causeway St  Boston  MA  02114,3,1B,1,A1,Downtown / Financial District,3,Ward 3,306,CL,73-75 Causeway St,02114,42.3645,-71.0625,Constituent Call
101000900410,08/13/2013 10:38:11 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,20 Rustic Rd  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2014,R1,20 Rustic Rd,02132,42.2777,-71.1508,Self Service
101000446381,07/07/2012 04:42:25 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,82 Winthrop St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 8,807,R3,82 Winthrop St,02119,42.3247,-71.0781,Constituent Call
101001108180,06/12/2014 08:29:09 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,9 Forbes St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,19,1901,R3,9 Forbes St,02130,42.322,-71.1081,Self Service
101000958424,11/01/2013 12:03:37 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,70-72 Rowe St  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,19,1910,,70-72 Rowe St,02131,42.2823,-71.1204,Constituent Call
101001164609,09/04/2014 02:53:11 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,65 Walden St  Jamaica Plain  MA  02130,9,10A,6,E13,Jamaica Plain,11,Ward 10,1006,R1,65 Walden St,02130,42.3237,-71.1042,Constituent Call
101000877823,07/11/2013 08:14:08 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1650 VFW Pkwy  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2016,C,1650 VFW Pkwy,02132,42.2644,-71.1678,Constituent Call
101000470280,08/27/2012 11:29:34 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of A St & Binford St  Boston  MA,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 6,601,,INTERSECTION A St & Binford St,,42.347,-71.0511,Self Service
101001153788,08/20/2014 08:30:31 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,89 Burrell St  Roxbury  MA  02119,7,03,7,B2,Roxbury,13,Ward 8,806,R3,89 Burrell St,02119,42.3236,-71.0684,Constituent Call
101000465542,08/16/2012 12:26:29 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,26 Fenway   Boston  MA  02215,4,10A,8,D4,Boston,14,04,407,E,26 Fenway,02215,42.3458,-71.0901,Constituent Call
101000956076,10/29/2013 10:13:09 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,10 Hendry St  Dorchester  MA  02125,7,03,3,C11,Dorchester,8,Ward 15,1504,R3,10 Hendry St,02125,42.309,-71.0649,Constituent Call
101000945074,10/11/2013 09:43:14 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,19 Dakota St  Dorchester  MA  02124,7,03,4,C11,Dorchester,9,Ward 17,1701,R3,19 Dakota St,02124,42.2986,-71.0719,Constituent Call
101001075590,04/25/2014 01:22:17 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,435 Walnut Ave  Jamaica Plain  MA  02130,9,02,7,E13,Jamaica Plain,11,Ward 11,1105,A,435 Walnut Ave,02130,42.3124,-71.0971,Constituent Call
101001109412,06/16/2014 11:03:03 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,366 Centre St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1901,RC,366 Centre St,02130,42.3222,-71.1086,Constituent Call
101001160273,08/29/2014 02:45:33 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,11 Linden St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2104,R3,11 Linden St,02134,42.3555,-71.1312,Constituent Call
101000953611,10/24/2013 04:42:33 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,22 Josephine St  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1508,R3,22 Josephine St,02122,42.3007,-71.0646,Constituent Call
101001024787,02/12/2014 11:41:14 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,40-42 Harrison Ave  Boston  MA  02111,4,1C,2,A1,Downtown / Financial District,4,Ward 3,308,RC,40-42 Harrison Ave,02111,42.3517,-71.061,Constituent Call
101001080559,05/02/2014 03:29:05 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Park St & Waldeck St  Dorchester  MA,8,07,4,C11,Dorchester,9,Ward 17,1703,,INTERSECTION Park St & Waldeck St,,42.2969,-71.067,Constituent Call
101001159324,08/28/2014 12:12:32 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,5 Magnolia Sq  Dorchester  MA  02125,7,03,7,B2,Roxbury,13,Ward 13,1304,R3,5 Magnolia Sq,02125,42.3153,-71.0722,Constituent Call
101001168862,09/10/2014 10:28:27 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,0 E Broadway  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 6,609,RL,0 E Broadway,02127,42.3356,-71.0256,Constituent Call
101000706871,11/15/2012 01:56:24 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,134-131 Tremont St  Boston  MA  02111,3,1C,2,A1,Boston,4,03,308,RC,134-131 Tremont St,02111,42.356,-71.0622,Constituent Call
101000818710,04/08/2013 12:16:57 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,365 Marlborough St  Boston  MA  02115,4,1C,8,D4,Back Bay,14,Ward 5,509,CM,365 Marlborough St,02115,42.3508,-71.0871,Constituent Call
101000470238,08/27/2012 10:52:01 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,8 Greenwich Park  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 4,404,CM,8 Greenwich Park,02118,42.3423,-71.0804,Constituent Call
101001162260,09/02/2014 12:16:23 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,462 Columbia Rd  Dorchester  MA  02125,7,03,3,B2,Dorchester,8,Ward 15,1501,R3,462 Columbia Rd,02125,42.3135,-71.0683,Constituent Call
101000351418,11/07/2011 11:00:12 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,2 Mead St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2202,R3,2 Mead St,02134,42.3615,-71.132,Constituent Call
101000919994,09/06/2013 08:41:06 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,27 Thornley St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1309,R2,27 Thornley St,02125,42.3145,-71.0592,Constituent Call
101000969471,11/21/2013 08:36:33 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,66-68 Raymond St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2202,R2,66-68 Raymond St,02134,42.3615,-71.1326,Constituent Call
101001158789,08/27/2014 04:21:29 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,41 Temple St  Boston  MA  02114,3,1B,1,A1,Boston,3,03,306,E,41 Temple St,02114,42.36,-71.0638,Self Service
101000472499,08/31/2012 11:08:41 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,4 Goodwin Pl  Boston  MA  02114,3,1B,8,A1,Beacon Hill,14,Ward 5,504,CD,4 Goodwin Pl,02114,42.3599,-71.0692,Constituent Call
101000859491,06/13/2013 03:28:00 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,24 Dunwell St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2005,R1,24 Dunwell St,02132,42.2777,-71.1685,Constituent Call
101001104802,06/06/2014 06:57:26 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,42 Lyon St  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1509,R4,42 Lyon St,02122,42.306,-71.0609,Constituent Call
101001037568,02/27/2014 01:25:31 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,65 Empire St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,A,65 Empire St,02134,42.358,-71.1275,Constituent Call
101001119937,07/02/2014 07:14:23 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,19 Branch St  Boston  MA  02108,3,1B,8,A1,Beacon Hill,14,Ward 5,503,R2,19 Branch St,02108,42.3568,-71.0687,Self Service
101001161262,09/01/2014 08:00:43 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,98 Colborne Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2111,R2,98 Colborne Rd,02135,42.3444,-71.1488,Constituent Call
101000495233,10/22/2012 08:54:25 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,136 Chiswick Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2115,R4,136 Chiswick Rd,02135,42.3406,-71.1533,Constituent Call
101001166749,09/08/2014 10:17:15 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,534-538 Dorchester Ave  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 7,706,CM,534-538 Dorchester Ave,02127,42.3311,-71.0568,Constituent Call
101000993203,12/30/2013 01:48:18 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,41 Grove St  Boston  MA  02114,3,1B,8,A1,Beacon Hill,14,Ward 5,504,R4,41 Grove St,02114,42.3598,-71.0688,Constituent Call
101000950834,10/21/2013 08:12:10 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,501 Weld St  West Roxbury  MA  02132,9,06,6,E5,West Roxbury,12,Ward 20,2019,R1,501 Weld St,02132,42.2935,-71.1533,Self Service
101000431757,06/04/2012 11:19:09 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,4 Beale St  Dorchester  MA  02124,8,07,3,C11,Dorchester,7,Ward 16,1608,RC,4 Beale St,02124,42.2832,-71.0648,Constituent Call
101001158127,08/27/2014 07:42:02 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,9-11 Farrington Ave  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2104,A,9-11 Farrington Ave,02134,42.3541,-71.1316,Constituent Call
101001049340,03/18/2014 02:49:21 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,384-426 Washington St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2203,RC,384-426 Washington St,02135,42.349,-71.1544,Constituent Call
101000903427,08/16/2013 11:54:44 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,191 Walworth St  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,20,2009,,191 Walworth St,02131,42.279,-71.1372,Constituent Call
101000469952,08/26/2012 06:22:11 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,26 Chestnut St  Boston  MA  02108,3,1B,8,A1,Beacon Hill,14,Ward 5,503,A,26 Chestnut St,02108,42.3574,-71.0675,Constituent Call
101000469783,08/25/2012 10:50:52 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,46 Fenway  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,407,CM,46 Fenway,02215,42.3451,-71.0903,Self Service
101001156455,08/25/2014 08:41:12 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,16 Church St  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,15,1504,RL,16 Church St,02122,42.3087,-71.0632,Constituent Call
101001122596,07/07/2014 10:35:51 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,56 Granger St  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1506,R3,56 Granger St,02122,42.3027,-71.0574,Constituent Call
101000462255,08/09/2012 09:31:04 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,26 Hemenway St  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,406,A,26 Hemenway St,02115,42.3459,-71.0891,Constituent Call
101000399100,03/23/2012 07:05:50 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,37 Hendry St  Dorchester  MA  02125,7,03,3,C11,Dorchester,8,Ward 15,1504,R3,37 Hendry St,02125,42.3101,-71.0658,Constituent Call
101001164709,09/04/2014 03:55:45 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Drapers Ln & Upton St  Roxbury  MA,4,1C,2,D4,South End,4,Ward 3,307,,INTERSECTION Drapers Ln & Upton St,,42.342,-71.0718,Constituent Call
101001101843,06/02/2014 02:39:43 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,50 Gardner St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2104,R2,50 Gardner St,02134,42.3539,-71.1289,Constituent Call
101001169436,09/10/2014 08:13:44 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1331-1333 Dorchester Ave  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1509,RC,1331-1333 Dorchester Ave,02122,42.3052,-71.0592,Constituent Call
101001169691,09/11/2014 09:29:55 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,632-636B Warren St  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1202,C,632-636B Warren St,02121,42.3102,-71.0828,Constituent Call
101001169526,09/11/2014 07:45:29 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,81 P St  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 6,609,R3,81 P St,02127,42.3354,-71.0273,Constituent Call
101001171219,09/12/2014 07:06:31 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,2 Centre Street Ter  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,Ward 11,1101,CM,2 Centre Street Ter,02119,42.3258,-71.0964,Constituent Call
101001170984,09/12/2014 02:14:05 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,4 Wise St  Jamaica Plain  MA  02130,9,10A,6,E13,Jamaica Plain,11,Ward 10,1007,R2,4 Wise St,02130,42.3225,-71.1012,Constituent Call
101001195395,10/14/2014 08:22:05 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,15 Queensberry St  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,502,A,15 Queensberry St,02215,42.3434,-71.0957,Constituent Call
101001195500,10/14/2014 09:15:20 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,247 Norfolk St  Dorchester  MA  02124,8,07,4,B3,Greater Mattapan,9,Ward 17,1707,R3,247 Norfolk St,02124,42.2846,-71.0811,Constituent Call
101001196403,10/14/2014 09:21:51 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,3 Cambridge Ter  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,CM,3 Cambridge Ter,02134,42.3523,-71.1396,Self Service
101001196289,10/14/2014 05:25:01 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,604 Cambridge St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,R3,604 Cambridge St,02134,42.3517,-71.142,Self Service
101001122926,07/07/2014 02:28:42 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,18 Hudson St  Boston  MA  02111,4,1C,2,A1,Boston,4,03,308,RC,18 Hudson St,02111,42.3505,-71.06,Constituent Call
101001196472,10/15/2014 07:31:27 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,3 Holman St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,R2,3 Holman St,02134,42.3582,-71.1296,Constituent Call
101001172932,09/15/2014 05:56:48 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,11 Forbes St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1901,R3,11 Forbes St,02130,42.3219,-71.1081,Constituent Call
101001196710,10/15/2014 10:19:20 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,112 Adams St  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1509,A,112 Adams St,02122,42.305,-71.0611,Constituent Call
101001196853,10/15/2014 11:51:00 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,18 Middleton St  Dorchester  MA  02124,8,07,4,B3,Greater Mattapan,9,Ward 14,1405,RL,18 Middleton St,02124,42.2832,-71.0868,Constituent Call
101001196635,10/15/2014 09:26:40 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,34 Athelwold St  Dorchester  MA  02124,8,03,4,B3,Dorchester,9,Ward 17,1701,RL,34 Athelwold St,02124,42.2957,-71.0779,Constituent Call
101001172056,09/15/2014 10:15:05 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,226 Leyden St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,113,R3,226 Leyden St,02128,42.3887,-71.0024,Self Service
101001197520,10/16/2014 08:12:15 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,98 Salem St  Boston  MA  02113,3,1B,1,A1,Boston,3,03,304,RC,98 Salem St,02113,42.3641,-71.0557,Constituent Call
101001173458,09/16/2014 11:19:24 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,23 Dakota St  Dorchester  MA  02124,7,03,4,C11,Dorchester,9,Ward 17,1701,RL,23 Dakota St,02124,42.2987,-71.0717,Constituent Call
101001173196,09/16/2014 08:44:41 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,382 Dorchester St  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 7,706,CD,382 Dorchester St,02127,42.3299,-71.0561,Constituent Call
101001173772,09/16/2014 02:38:29 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,22 Shepard St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2203,R2,22 Shepard St,02135,42.3471,-71.1501,Constituent Call
101001173216,09/16/2014 08:57:00 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1171 Boylston St  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,502,A,1171 Boylston St,02215,42.3468,-71.0936,Constituent Call
101001173604,09/16/2014 12:47:13 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,44 Temple St  Boston  MA  02114,3,1B,1,A1,Boston,3,03,306,E,44 Temple St,02114,42.3594,-71.0587,Self Service
101001198258,10/16/2014 10:47:06 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,241 W Third St  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 6,603,R2,241 W Third St,02127,42.3386,-71.0488,Constituent Call
101001173466,09/16/2014 11:24:28 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,385 W Fourth St  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 6,603,R3,385 W Fourth St,02127,42.3364,-71.0494,Self Service
101001197532,10/16/2014 08:17:02 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,35 Ridgemont St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,R3,35 Ridgemont St,02134,42.3514,-71.1418,Constituent Call
101001197521,10/16/2014 08:12:25 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,548 Cambridge St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,R2,548 Cambridge St,02134,42.3525,-71.1397,Constituent Call
101001173755,09/16/2014 02:27:16 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,2 Islington Ter  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,R2,2 Islington Ter,02134,42.3527,-71.1372,Constituent Call
101001198304,10/17/2014 07:47:34 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,901 Saratoga St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,113,R3,901 Saratoga St,02128,42.3856,-71.0117,Constituent Call
101001198830,10/17/2014 02:18:53 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,255 Cambridge St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,RC,255 Cambridge St,02134,42.3577,-71.1278,Constituent Call
101001198888,10/17/2014 02:51:37 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,105-105A Peterborough St  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 21,2101,RC,105-105A Peterborough St,02215,42.3432,-71.0998,Constituent Call
101001198484,10/17/2014 10:16:43 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Herald St & Washington St  Boston  MA,4,1C,2,D4,Downtown / Financial District,4,Ward 3,308,,INTERSECTION Herald St & Washington St,,42.3466,-71.0646,Constituent Call
